# Every rb_*/ruby_* symbol a C extension can link against, from clang's AST
# of the vendored headers. Regenerate with `tools/zeo-dev cext api`.
#
# status=zeo     the runtime exports it
# status=stub    not written yet; stubs.rs raises NotImplementedError
# status=refused a DECISION, with the reason in the raise; see REFUSED in
#                tools/lib/zeo_dev/commands/cext.rb
# status=global  a VALUE symbol stubs.rs defines and cext::globals fills
symbol	kind	status	signature
rb_Array	fn	zeo	VALUE (VALUE)
rb_Complex	fn	zeo	VALUE (VALUE, VALUE)
rb_Float	fn	zeo	VALUE (VALUE)
rb_Hash	fn	zeo	VALUE (VALUE)
rb_Integer	fn	zeo	VALUE (VALUE)
rb_Rational	fn	zeo	VALUE (VALUE, VALUE)
rb_String	fn	zeo	VALUE (VALUE)
rb_absint_numwords	fn	zeo	size_t (VALUE, size_t, size_t *)
rb_absint_singlebit_p	fn	zeo	int (VALUE)
rb_absint_size	fn	zeo	size_t (VALUE, int *)
rb_add_event_hook	fn	refused	void (rb_event_hook_func_t, rb_event_flag_t, VALUE)
rb_add_event_hook2	fn	stub	void (rb_event_hook_func_t, rb_event_flag_t, VALUE, rb_event_hook_flag_t)
rb_alias	fn	zeo	void (VALUE, ID, ID)
rb_alias_variable	fn	zeo	void (ID, ID)
rb_alloc_tmp_buffer	fn	zeo	void *(volatile VALUE *, long)
rb_alloc_tmp_buffer_with_count	fn	zeo	void *(volatile VALUE *, size_t, size_t)
rb_any_to_s	fn	zeo	VALUE (VALUE)
rb_apply	fn	zeo	VALUE (VALUE, ID, VALUE)
rb_argv0	var	global	VALUE
rb_arithmetic_sequence_beg_len_step	fn	zeo	VALUE (VALUE, long *, long *, long *, long, int)
rb_arithmetic_sequence_extract	fn	zeo	int (VALUE, rb_arithmetic_sequence_components_t *)
rb_ary_aref	fn	zeo	VALUE (int, const VALUE *, VALUE)
rb_ary_assoc	fn	zeo	VALUE (VALUE, VALUE)
rb_ary_cat	fn	zeo	VALUE (VALUE, const VALUE *, long)
rb_ary_clear	fn	zeo	VALUE (VALUE)
rb_ary_cmp	fn	zeo	VALUE (VALUE, VALUE)
rb_ary_concat	fn	zeo	VALUE (VALUE, VALUE)
rb_ary_delete	fn	zeo	VALUE (VALUE, VALUE)
rb_ary_delete_at	fn	zeo	VALUE (VALUE, long)
rb_ary_dup	fn	zeo	VALUE (VALUE)
rb_ary_each	fn	zeo	VALUE (VALUE)
rb_ary_entry	fn	zeo	VALUE (VALUE, long)
rb_ary_free	fn	zeo	void (VALUE)
rb_ary_freeze	fn	zeo	VALUE (VALUE)
rb_ary_hidden_new	fn	zeo	VALUE (long)
rb_ary_includes	fn	zeo	VALUE (VALUE, VALUE)
rb_ary_join	fn	zeo	VALUE (VALUE, VALUE)
rb_ary_modify	fn	zeo	void (VALUE)
rb_ary_new	fn	zeo	VALUE (void)
rb_ary_new_capa	fn	zeo	VALUE (long)
rb_ary_new_from_args	fn	zeo	VALUE (long, ...)
rb_ary_new_from_values	fn	zeo	VALUE (long, const VALUE *)
rb_ary_plus	fn	zeo	VALUE (VALUE, VALUE)
rb_ary_pop	fn	zeo	VALUE (VALUE)
rb_ary_ptr_use_end	fn	zeo	void (VALUE)
rb_ary_ptr_use_start	fn	zeo	VALUE *(VALUE)
rb_ary_push	fn	zeo	VALUE (VALUE, VALUE)
rb_ary_rassoc	fn	zeo	VALUE (VALUE, VALUE)
rb_ary_replace	fn	zeo	VALUE (VALUE, VALUE)
rb_ary_resize	fn	zeo	VALUE (VALUE, long)
rb_ary_resurrect	fn	zeo	VALUE (VALUE)
rb_ary_reverse	fn	zeo	VALUE (VALUE)
rb_ary_rotate	fn	zeo	VALUE (VALUE, long)
rb_ary_shared_with_p	fn	zeo	VALUE (VALUE, VALUE)
rb_ary_shift	fn	zeo	VALUE (VALUE)
rb_ary_sort	fn	zeo	VALUE (VALUE)
rb_ary_sort_bang	fn	zeo	VALUE (VALUE)
rb_ary_store	fn	zeo	void (VALUE, long, VALUE)
rb_ary_subseq	fn	zeo	VALUE (VALUE, long, long)
rb_ary_to_ary	fn	zeo	VALUE (VALUE)
rb_ary_to_s	fn	zeo	VALUE (VALUE)
rb_ary_unshift	fn	zeo	VALUE (VALUE, VALUE)
rb_ascii8bit_encindex	fn	zeo	int (void)
rb_ascii8bit_encoding	fn	zeo	rb_encoding *(void)
rb_assert_failure	fn	zeo	void (const char *, int, const char *, const char *) __attribute__((noreturn))
rb_assert_failure_detail	fn	zeo	void (const char *, int, const char *, const char *, const char *, ...) __attribute__((noreturn))
rb_assoc_new	fn	zeo	VALUE (VALUE, VALUE)
rb_attr	fn	zeo	void (VALUE, ID, int, int, int)
rb_attr_get	fn	zeo	VALUE (VALUE, ID)
rb_autoload_load	fn	zeo	VALUE (VALUE, ID)
rb_autoload_p	fn	zeo	VALUE (VALUE, ID)
rb_backref_get	fn	zeo	VALUE (void)
rb_backref_set	fn	zeo	void (VALUE)
rb_backtrace	fn	zeo	void (void)
rb_big2dbl	fn	zeo	double (VALUE)
rb_big2ll	fn	zeo	long long (VALUE)
rb_big2long	fn	zeo	long (VALUE)
rb_big2str	fn	zeo	VALUE (VALUE, int)
rb_big2ull	fn	zeo	unsigned long long (VALUE)
rb_big2ulong	fn	zeo	unsigned long (VALUE)
rb_big_2comp	fn	refused	void (VALUE)
rb_big_and	fn	zeo	VALUE (VALUE, VALUE)
rb_big_clone	fn	zeo	VALUE (VALUE)
rb_big_cmp	fn	zeo	VALUE (VALUE, VALUE)
rb_big_div	fn	zeo	VALUE (VALUE, VALUE)
rb_big_divmod	fn	zeo	VALUE (VALUE, VALUE)
rb_big_eq	fn	zeo	VALUE (VALUE, VALUE)
rb_big_eql	fn	zeo	VALUE (VALUE, VALUE)
rb_big_idiv	fn	zeo	VALUE (VALUE, VALUE)
rb_big_lshift	fn	zeo	VALUE (VALUE, VALUE)
rb_big_minus	fn	zeo	VALUE (VALUE, VALUE)
rb_big_modulo	fn	zeo	VALUE (VALUE, VALUE)
rb_big_mul	fn	zeo	VALUE (VALUE, VALUE)
rb_big_new	fn	refused	VALUE (size_t, int)
rb_big_norm	fn	zeo	VALUE (VALUE)
rb_big_or	fn	zeo	VALUE (VALUE, VALUE)
rb_big_pack	fn	refused	void (VALUE, unsigned long *, long)
rb_big_plus	fn	zeo	VALUE (VALUE, VALUE)
rb_big_pow	fn	zeo	VALUE (VALUE, VALUE)
rb_big_resize	fn	refused	void (VALUE, size_t)
rb_big_rshift	fn	zeo	VALUE (VALUE, VALUE)
rb_big_sign	fn	zeo	int (VALUE)
rb_big_unpack	fn	refused	VALUE (unsigned long *, long)
rb_big_xor	fn	zeo	VALUE (VALUE, VALUE)
rb_bigzero_p	fn	zeo	int (VALUE)
rb_binding_new	fn	zeo	VALUE (void)
rb_block_call	fn	zeo	VALUE (VALUE, ID, int, const VALUE *, rb_block_call_func_t, VALUE)
rb_block_call_kw	fn	zeo	VALUE (VALUE, ID, int, const VALUE *, rb_block_call_func_t, VALUE, int)
rb_block_given_p	fn	zeo	int (void)
rb_block_lambda	fn	zeo	VALUE (void)
rb_block_proc	fn	zeo	VALUE (void)
rb_bug	fn	zeo	void (const char *, ...) __attribute__((noreturn))
rb_bug_errno	fn	zeo	void (const char *, int) __attribute__((noreturn))
rb_cArray	var	global	VALUE
rb_cBasicObject	var	global	VALUE
rb_cBinding	var	global	VALUE
rb_cBox	var	global	VALUE
rb_cClass	var	global	VALUE
rb_cComplex	var	global	VALUE
rb_cDir	var	global	VALUE
rb_cEncoding	var	global	VALUE
rb_cEnumerator	var	global	VALUE
rb_cFalseClass	var	global	VALUE
rb_cFile	var	global	VALUE
rb_cFloat	var	global	VALUE
rb_cHash	var	global	VALUE
rb_cIO	var	global	VALUE
rb_cInteger	var	global	VALUE
rb_cMatch	var	global	VALUE
rb_cMethod	var	global	VALUE
rb_cModule	var	global	VALUE
rb_cNameErrorMesg	var	global	VALUE
rb_cNilClass	var	global	VALUE
rb_cNumeric	var	global	VALUE
rb_cObject	var	global	VALUE
rb_cProc	var	global	VALUE
rb_cRactor	var	global	VALUE
rb_cRandom	var	global	VALUE
rb_cRange	var	global	VALUE
rb_cRational	var	global	VALUE
rb_cRefinement	var	global	VALUE
rb_cRegexp	var	global	VALUE
rb_cSet	var	global	VALUE
rb_cStat	var	global	VALUE
rb_cString	var	global	VALUE
rb_cStruct	var	global	VALUE
rb_cSymbol	var	global	VALUE
rb_cThread	var	global	VALUE
rb_cTime	var	global	VALUE
rb_cTrueClass	var	global	VALUE
rb_cUnboundMethod	var	global	VALUE
rb_call_super	fn	zeo	VALUE (int, const VALUE *)
rb_call_super_kw	fn	zeo	VALUE (int, const VALUE *, int)
rb_catch	fn	zeo	VALUE (const char *, rb_block_call_func_t, VALUE)
rb_catch_obj	fn	zeo	VALUE (VALUE, rb_block_call_func_t, VALUE)
rb_category_compile_warn	fn	zeo	void (rb_warning_category_t, const char *, int, const char *, ...)
rb_category_warn	fn	zeo	void (rb_warning_category_t, const char *, ...)
rb_category_warning	fn	zeo	void (rb_warning_category_t, const char *, ...)
rb_char_to_option_kcode	fn	stub	int (int, int *, int *)
rb_check_array_type	fn	zeo	VALUE (VALUE)
rb_check_convert_type	fn	zeo	VALUE (VALUE, int, const char *, const char *)
rb_check_copyable	fn	zeo	void (VALUE, VALUE)
rb_check_frozen	fn	zeo	void (VALUE)
rb_check_funcall	fn	zeo	VALUE (VALUE, ID, int, const VALUE *)
rb_check_funcall_kw	fn	zeo	VALUE (VALUE, ID, int, const VALUE *, int)
rb_check_hash_type	fn	zeo	VALUE (VALUE)
rb_check_id	fn	zeo	ID (volatile VALUE *)
rb_check_id_cstr	fn	stub	ID (const char *, long, rb_encoding *)
rb_check_inheritable	fn	zeo	void (VALUE)
rb_check_safe_str	fn	zeo	void (VALUE)
rb_check_string_type	fn	zeo	VALUE (VALUE)
rb_check_symbol	fn	zeo	VALUE (volatile VALUE *)
rb_check_symbol_cstr	fn	stub	VALUE (const char *, long, rb_encoding *)
rb_check_to_float	fn	zeo	VALUE (VALUE)
rb_check_to_int	fn	zeo	VALUE (VALUE)
rb_check_to_integer	fn	zeo	VALUE (VALUE, const char *)
rb_check_type	fn	zeo	void (VALUE, int)
rb_check_typeddata	fn	zeo	void *(VALUE, const rb_data_type_t *)
rb_class2name	fn	zeo	const char *(VALUE)
rb_class_attached_object	fn	zeo	VALUE (VALUE)
rb_class_descendants	fn	zeo	VALUE (VALUE)
rb_class_get_superclass	fn	zeo	VALUE (VALUE)
rb_class_inherited_p	fn	zeo	VALUE (VALUE, VALUE)
rb_class_instance_methods	fn	zeo	VALUE (int, const VALUE *, VALUE)
rb_class_name	fn	zeo	VALUE (VALUE)
rb_class_new	fn	zeo	VALUE (VALUE)
rb_class_new_instance	fn	zeo	VALUE (int, const VALUE *, VALUE)
rb_class_new_instance_kw	fn	zeo	VALUE (int, const VALUE *, VALUE, int)
rb_class_new_instance_pass_kw	fn	zeo	VALUE (int, const VALUE *, VALUE)
rb_class_path	fn	zeo	VALUE (VALUE)
rb_class_path_cached	fn	zeo	VALUE (VALUE)
rb_class_private_instance_methods	fn	zeo	VALUE (int, const VALUE *, VALUE)
rb_class_protected_instance_methods	fn	zeo	VALUE (int, const VALUE *, VALUE)
rb_class_public_instance_methods	fn	zeo	VALUE (int, const VALUE *, VALUE)
rb_class_real	fn	zeo	VALUE (VALUE)
rb_class_subclasses	fn	zeo	VALUE (VALUE)
rb_class_superclass	fn	zeo	VALUE (VALUE)
rb_clear_constant_cache	fn	zeo	void (void)
rb_clear_constant_cache_for_id	fn	zeo	void (ID)
rb_cloexec_dup	fn	zeo	int (int)
rb_cloexec_dup2	fn	zeo	int (int, int)
rb_cloexec_fcntl_dupfd	fn	zeo	int (int, int)
rb_cloexec_open	fn	zeo	int (const char *, int, mode_t)
rb_cloexec_pipe	fn	zeo	int (int *)
rb_close_before_exec	fn	zeo	void (int, int, VALUE)
rb_cmperr	fn	zeo	void (VALUE, VALUE) __attribute__((noreturn))
rb_cmpint	fn	zeo	int (VALUE, VALUE, VALUE)
rb_compile_warn	fn	zeo	void (const char *, int, const char *, ...)
rb_compile_warning	fn	zeo	void (const char *, int, const char *, ...)
rb_complex_abs	fn	zeo	VALUE (VALUE)
rb_complex_arg	fn	zeo	VALUE (VALUE)
rb_complex_conjugate	fn	zeo	VALUE (VALUE)
rb_complex_div	fn	zeo	VALUE (VALUE, VALUE)
rb_complex_imag	fn	zeo	VALUE (VALUE)
rb_complex_minus	fn	zeo	VALUE (VALUE, VALUE)
rb_complex_mul	fn	zeo	VALUE (VALUE, VALUE)
rb_complex_new	fn	zeo	VALUE (VALUE, VALUE)
rb_complex_new_polar	fn	zeo	VALUE (VALUE, VALUE)
rb_complex_plus	fn	zeo	VALUE (VALUE, VALUE)
rb_complex_polar	fn	zeo	VALUE (VALUE, VALUE)
rb_complex_pow	fn	zeo	VALUE (VALUE, VALUE)
rb_complex_raw	fn	zeo	VALUE (VALUE, VALUE)
rb_complex_real	fn	zeo	VALUE (VALUE)
rb_complex_uminus	fn	zeo	VALUE (VALUE)
rb_const_defined	fn	zeo	int (VALUE, ID)
rb_const_defined_at	fn	zeo	int (VALUE, ID)
rb_const_defined_from	fn	zeo	int (VALUE, ID)
rb_const_get	fn	zeo	VALUE (VALUE, ID)
rb_const_get_at	fn	zeo	VALUE (VALUE, ID)
rb_const_get_from	fn	zeo	VALUE (VALUE, ID)
rb_const_list	fn	zeo	VALUE (void *)
rb_const_remove	fn	zeo	VALUE (VALUE, ID)
rb_const_set	fn	zeo	void (VALUE, ID, VALUE)
rb_convert_type	fn	zeo	VALUE (VALUE, int, const char *, const char *)
rb_copy_generic_ivar	fn	zeo	void (VALUE, VALUE)
rb_cstr2inum	fn	zeo	VALUE (const char *, int)
rb_cstr_to_dbl	fn	zeo	double (const char *, int)
rb_cstr_to_inum	fn	zeo	VALUE (const char *, int, int)
rb_current_receiver	fn	zeo	VALUE (void)
rb_cv_get	fn	zeo	VALUE (VALUE, const char *)
rb_cv_set	fn	zeo	void (VALUE, const char *, VALUE)
rb_cvar_defined	fn	zeo	VALUE (VALUE, ID)
rb_cvar_find	fn	zeo	VALUE (VALUE, ID, VALUE *)
rb_cvar_get	fn	zeo	VALUE (VALUE, ID)
rb_cvar_set	fn	zeo	void (VALUE, ID, VALUE)
rb_data_define	fn	zeo	VALUE (VALUE, ...)
rb_data_object_wrap	fn	zeo	VALUE (VALUE, void *, RUBY_DATA_FUNC, RUBY_DATA_FUNC)
